import time: self [us] | cumulative | imported package
import time:      1228 |       1228 |                   pandas.core.arrays.string_arrow
import time:      2059 |     131229 |                 pandas.core.arrays
import time:       879 |        879 |                 pandas.core.flags
import time:      1382 |       1382 |                       pandas._libs.internals
import time:      1257 |       1257 |                         pandas.core._numba
import time:      1130 |       1130 |                         pandas.core.util.numba_
import time:      2277 |       4663 |                       pandas.core._numba.executor
import time:      2089 |       8134 |                     pandas.core.apply
import time:      1245 |       1245 |                       pandas.errors.cow
import time:       818 |        818 |                           pandas._libs.indexing
import time:       966 |        966 |                             pandas.core.indexes
import time:      1309 |       1309 |                               pandas._libs.index
import time:       753 |        753 |                               pandas._libs.writers
import time:       954 |        954 |                               pandas._libs.join
import time:      1229 |       1229 |                               pandas.core.array_algos.putmask
import time:      1217 |       1217 |                               pandas.core.indexes.frozen
import time:      1494 |       1494 |                               pandas.core.strings.accessor
import time:      2316 |       9270 |                             pandas.core.indexes.base
import time:      1100 |       1100 |                               pandas.core.indexes.extension
import time:      1093 |       2192 |                             pandas.core.indexes.category
import time:      1716 |       1716 |                                 pandas.core.indexes.range
import time:       980 |        980 |                                   pandas.core.tools
import time:      1083 |       2062 |                                 pandas.core.tools.timedeltas
import time:      1558 |       5335 |                               pandas.core.indexes.datetimelike
import time:      1162 |       1162 |                               pandas.core.tools.times
import time:      1312 |       7809 |                             pandas.core.indexes.datetimes
import time:      1846 |       1846 |                               pandas.core.indexes.multi
import time:      1420 |       1420 |                               pandas.core.indexes.timedeltas
import time:      1350 |       4614 |                             pandas.core.indexes.interval
import time:      1869 |       1869 |                             pandas.core.indexes.period
import time:      1693 |      28411 |                           pandas.core.indexes.api
import time:      1722 |      30951 |                         pandas.core.indexing
import time:      1463 |       1463 |                         pandas.core.sample
import time:      1531 |       1531 |                         pandas.core.array_algos.replace
import time:      2491 |       2491 |                             pandas.core.internals.blocks
import time:      1181 |       3672 |                           pandas.core.internals.api
import time:      1285 |       1285 |                               pandas.core.internals.ops
import time:      2039 |       3324 |                             pandas.core.internals.managers
import time:      1970 |       5293 |                           pandas.core.internals.concat
import time:       981 |       9946 |                         pandas.core.internals
import time:       813 |        813 |                           pandas.core.methods
import time:       921 |        921 |                             pandas.core.reshape
import time:      1363 |       2284 |                           pandas.core.reshape.concat
import time:      2055 |       2055 |                             pandas.io.common
import time:      1443 |       3497 |                           pandas.io.formats.format
import time:      1212 |       7804 |                         pandas.core.methods.describe
import time:      1571 |       1571 |                         pandas.core.shared_docs
import time:      1312 |       1312 |                               pandas._libs.window
import time:      1674 |       2985 |                             pandas._libs.window.aggregations
import time:      1159 |       1159 |                               pandas._libs.window.indexers
import time:      1359 |       2517 |                             pandas.core.indexers.objects
import time:      1272 |       1272 |                             pandas.core.window.common
import time:      1077 |       1077 |                             pandas.core.window.numba_
import time:      1045 |       1045 |                             pandas.core.window.online
import time:      1971 |       1971 |                             pandas.core.window.rolling
import time:      2513 |      13377 |                           pandas.core.window.ewm
import time:      1044 |       1044 |                           pandas.core.window.expanding
import time:      1191 |      15611 |                         pandas.core.window
import time:      3045 |      71919 |                       pandas.core.generic
import time:      1110 |       1110 |                       pandas.core.internals.construction
import time:      1028 |       1028 |                       pandas.core.methods.selectn
import time:      1039 |       1039 |                         pandas.core.tools.numeric
import time:       895 |       1934 |                       pandas.core.reshape.melt
import time:       810 |        810 |                         pandas._libs.reshape
import time:      1286 |       1286 |                         pandas.core.indexes.accessors
import time:      1324 |       1324 |                           pandas.arrays
import time:      2190 |       3514 |                         pandas.core.tools.datetimes
import time:      2332 |       2332 |                         pandas.io.formats.info
import time:      2246 |       2246 |                           pandas.plotting._core
import time:      1385 |       1385 |                           pandas.plotting._misc
import time:      1656 |       5286 |                         pandas.plotting
import time:      5921 |      19147 |                       pandas.core.series
import time:      6260 |     102641 |                     pandas.core.frame
import time:      2116 |       2116 |                     pandas.core.groupby.base
import time:      1843 |       1843 |                       pandas._libs.groupby
import time:      1494 |       1494 |                       pandas.core.groupby.numba_
import time:       951 |        951 |                           pandas.core.groupby.categorical
import time:      1452 |       2403 |                         pandas.core.groupby.grouper
import time:      1552 |       3955 |                       pandas.core.groupby.ops
import time:      1623 |       1623 |                       pandas.core.groupby.indexing
import time:      2473 |      11385 |                     pandas.core.groupby.groupby
import time:      2763 |     127036 |                   pandas.core.groupby.generic
import time:      1221 |     128257 |                 pandas.core.groupby
import time:      1615 |     322171 |               pandas.core.api
import time:      1276 |       1276 |               pandas.tseries.api
import time:      1035 |       1035 |                       pandas.core.computation.common
import time:      1316 |       2350 |                     pandas.core.computation.align
import time:      1348 |       1348 |                       pandas.core.computation.scope
import time:      1530 |       2877 |                     pandas.core.computation.ops
import time:      1325 |       6552 |                   pandas.core.computation.engines
import time:      1360 |       1360 |                     pandas.core.computation.parsing
import time:      3312 |       4672 |                   pandas.core.computation.expr
import time:      1316 |      12538 |                 pandas.core.computation.eval
import time:       999 |      13537 |               pandas.core.computation.api
import time:      1151 |       1151 |                 pandas.core.reshape.encoding
import time:      2535 |       2535 |                 pandas.core.reshape.merge
import time:      2161 |       2161 |                 pandas.core.reshape.pivot
import time:      1823 |       1823 |                 pandas.core.reshape.tile
import time:      1527 |       9196 |               pandas.core.reshape.api
import time:      2106 |       2106 |                 pandas.api.executors
import time:       938 |        938 |                 pandas.api.extensions
import time:      1350 |       1350 |                 pandas.api.indexers
import time:      2439 |       2439 |                     pandas.core.interchange
import time:      2807 |       5245 |                   pandas.core.interchange.dataframe_protocol
import time:      2554 |       2554 |                     pandas.core.interchange.utils
import time:      2307 |       4860 |                   pandas.core.interchange.from_dataframe
import time:      1558 |      11663 |                 pandas.api.interchange
import time:      2028 |       2028 |                   pandas.core.dtypes.api
import time:      2103 |       4131 |                 pandas.api.types
import time:      1933 |       1933 |                   pandas.core.resample
import time:      1258 |       1258 |                         pandas._libs.json
import time:      1219 |       1219 |                         pandas.io.json._normalize
import time:      1108 |       1108 |                         pandas.io.json._table_schema
import time:      1722 |       1722 |                               pandas._libs.parsers
import time:      1416 |       1416 |                                 pandas.io.parsers.base_parser
import time:      1336 |       2752 |                               pandas.io.parsers.arrow_parser_wrapper
import time:      1312 |       1312 |                               pandas.io.parsers.c_parser_wrapper
import time:      1498 |       1498 |                               pandas.io.parsers.python_parser
import time:      2060 |       9342 |                             pandas.io.parsers.readers
import time:      1501 |      10843 |                           pandas.io.parsers
import time:        44 |      10886 |                         pandas.io.parsers.readers
import time:      2123 |      16592 |                       pandas.io.json._json
import time:      1028 |      17620 |                     pandas.io.json
import time:        37 |      17656 |                   pandas.io.json._json
import time:      1226 |       1226 |                       pandas.io.sas.sasreader
import time:      1206 |       2431 |                     pandas.io.sas
import time:        32 |       2462 |                   pandas.io.sas.sasreader
import time:      2400 |       2400 |                   pandas.io.stata
import time:      1303 |      25752 |                 pandas.api.typing
import time:      2169 |      48105 |               pandas.api
import time:      1338 |       1338 |                   pandas._testing._io
import time:       969 |        969 |                   pandas._testing._warnings
import time:      1257 |       1257 |                     pandas._libs.testing
import time:      1472 |       2728 |                   pandas._testing.asserters
import time:       989 |        989 |                   pandas._testing.compat
import time:       932 |        932 |                   pandas._testing.contexts
import time:      2118 |       9071 |                 pandas._testing
import time:      1641 |      10712 |               pandas.testing
import time:      1030 |       1030 |               pandas.util._print_versions
import time:      1172 |       1172 |                 pandas.io.clipboards
import time:      1386 |       1386 |                     pandas.io.excel._util
import time:      1313 |       1313 |                     pandas.io.excel._calamine
import time:      1397 |       1397 |                     pandas.io.excel._odfreader
import time:      1869 |       1869 |                     pandas.io.excel._openpyxl
import time:      1296 |       1296 |                     pandas.io.excel._pyxlsb
import time:      1091 |       1091 |                     pandas.io.excel._xlrd
import time:      2305 |      10654 |                   pandas.io.excel._base
import time:      1035 |       1035 |                   pandas.io.excel._odswriter
import time:      1230 |       1230 |                   pandas.io.excel._xlsxwriter
import time:      1279 |      14198 |                 pandas.io.excel
import time:       951 |        951 |                 pandas.io.feather_format
import time:      1796 |       1796 |                 pandas.io.html
import time:      1303 |       1303 |                 pandas.io.iceberg
import time:      1260 |       1260 |                 pandas.io.orc
import time:      1657 |       1657 |                 pandas.io.parquet
import time:      1415 |       1415 |                   pandas.compat.pickle_compat
import time:      1512 |       2926 |                 pandas.io.pickle
import time:      1475 |       1475 |                   pandas.core.computation.pytables
import time:      3138 |       4612 |                 pandas.io.pytables
import time:      1745 |       1745 |                 pandas.io.spss
import time:      2320 |       2320 |                 pandas.io.sql
import time:      2280 |       2280 |                 pandas.io.xml
import time:      1190 |      37406 |               pandas.io.api
import time:      1539 |       1539 |               pandas.util._tester
import time:      1035 |       1035 |               pandas._version_meson
import time:      1739 |    6747582 |             pandas
import time:      1173 |       1173 |               timm.version
import time:      1632 |       1632 |                         modulefinder
import time:      1336 |       1336 |                           torchvision._internally_replaced_utils
import time:      5556 |       6892 |                         torchvision.extension
import time:    406948 |     406948 |                         torchvision._meta_registrations
import time:      1369 |       1369 |                                 torchvision.io._load_gpu_decoder
import time:      1618 |       1618 |                                 torchvision.io._video_opt
import time:      1076 |       1076 |                                           PIL._typing
import time:      7287 |       7287 |                                           PIL._imagingft
import time:      1489 |       9852 |                                         PIL.ImageFont
import time:      1283 |      11134 |                                       PIL.ImageText
import time:      1361 |      12494 |                                     PIL.ImageDraw
import time:      1702 |      14196 |                                   torchvision.utils
import time:      6668 |      20863 |                                 torchvision.io.image
import time:       467 |        467 |                                   av
import time:      1523 |       1989 |                                 torchvision.io.video
import time:       587 |        587 |                                   av
import time:       939 |       1526 |                                 torchvision.io.video_reader
import time:      1180 |      28543 |                               torchvision.io
import time:        32 |      28574 |                             torchvision.io.image
import time:      1005 |       1005 |                               torch.utils.model_zoo
import time:      1285 |       2290 |                             torchvision.datasets.utils
import time:      1097 |       1097 |                             torchvision.datasets.vision
import time:      1521 |      33481 |                           torchvision.datasets._optical_flow
import time:      1512 |       1512 |                           torchvision.datasets._stereo_matching
import time:      1149 |       1149 |                           torchvision.datasets.caltech
import time:      1039 |       1039 |                           torchvision.datasets.celeba
import time:      1024 |       1024 |                           torchvision.datasets.cifar
import time:      1509 |       1509 |                           torchvision.datasets.cityscapes
import time:       909 |        909 |                           torchvision.datasets.clevr
import time:      1032 |       1032 |                           torchvision.datasets.coco
import time:      1080 |       1080 |                             torchvision.datasets.folder
import time:       845 |       1925 |                           torchvision.datasets.country211
import time:      1190 |       1190 |                           torchvision.datasets.dtd
import time:      1511 |       1511 |                           torchvision.datasets.eurosat
import time:       460 |        460 |                                 accimage
import time:       713 |        713 |                                   accimage
import time:       931 |        931 |                                       PIL.ImageStat
import time:       982 |       1913 |                                     PIL.ImageEnhance
import time:       543 |        543 |                                     accimage
import time:      1225 |       3680 |                                   torchvision.transforms._functional_pil
import time:      1519 |       1519 |                                   torchvision.transforms._functional_tensor
import time:      1412 |       7321 |                                 torchvision.transforms.functional
import time:      1852 |       9633 |                               torchvision.transforms.transforms
import time:      1447 |       1447 |                               torchvision.transforms.autoaugment
import time:      1042 |      12121 |                             torchvision.transforms
import time:       990 |      13110 |                           torchvision.datasets.fakedata
import time:      1039 |       1039 |                           torchvision.datasets.fer2013
import time:       913 |        913 |                           torchvision.datasets.fgvc_aircraft
import time:      1465 |       1465 |                                 html.entities
import time:      1040 |       2505 |                               html
import time:      1608 |       1608 |                               _markupbase
import time:      1478 |       5590 |                             html.parser
import time:      1024 |       6613 |                           torchvision.datasets.flickr
import time:      1887 |       1887 |                           torchvision.datasets.flowers102
import time:       946 |        946 |                           torchvision.datasets.food101
import time:      1088 |       1088 |                           torchvision.datasets.gtsrb
import time:      1170 |       1170 |                             torchvision.datasets.video_utils
import time:      1120 |       2290 |                           torchvision.datasets.hmdb51
import time:      1123 |       1123 |                           torchvision.datasets.imagenet
import time:       871 |        871 |                           torchvision.datasets.imagenette
import time:      1290 |       1290 |                           torchvision.datasets.inaturalist
import time:      1236 |       1236 |                           torchvision.datasets.kinetics
import time:      1849 |       1849 |                           torchvision.datasets.kitti
import time:      1540 |       1540 |                           torchvision.datasets.lfw
import time:      1686 |       1686 |                           torchvision.datasets.lsun
import time:      1802 |       1802 |                           torchvision.datasets.mnist
import time:      1242 |       1242 |                           torchvision.datasets.moving_mnist
import time:      1725 |       1725 |                           torchvision.datasets.omniglot
import time:      1212 |       1212 |                           torchvision.datasets.oxford_iiit_pet
import time:      1356 |       1356 |                           torchvision.datasets.pcam
import time:      1249 |       1249 |                           torchvision.datasets.phototour
import time:      1519 |       1519 |                           torchvision.datasets.places365
import time:      1240 |       1240 |                           torchvision.datasets.rendered_sst2
import time:      1637 |       1637 |                           torchvision.datasets.sbd
import time:      1306 |       1306 |                           torchvision.datasets.sbu
import time:      1339 |       1339 |                           torchvision.datasets.semeion
import time:      1322 |       1322 |                           torchvision.datasets.stanford_cars
import time:      1206 |       1206 |                           torchvision.datasets.stl10
import time:       966 |        966 |                           torchvision.datasets.sun397
import time:      1268 |       1268 |                           torchvision.datasets.svhn
import time:       962 |        962 |                           torchvision.datasets.ucf101
import time:       949 |        949 |                           torchvision.datasets.usps
import time:       990 |        990 |                                 xml
import time:      1035 |       2024 |                               xml.etree
import time:      1402 |       1402 |                               xml.etree.ElementPath
import time:      1565 |       1565 |                                 pyexpat
import time:      1122 |       2687 |                               _elementtree
import time:      1913 |       8025 |                             xml.etree.ElementTree
import time:       503 |        503 |                               defusedxml
import time:        38 |        540 |                             defusedxml.ElementTree
import time:      1352 |       9916 |                           torchvision.datasets.voc
import time:       983 |        983 |                           torchvision.datasets.widerface
import time:      2610 |     119548 |                         torchvision.datasets
import time:      1216 |       1216 |                             torchvision.transforms._presets
import time:      3007 |       3007 |                             torchvision.models._api
import time:      1498 |       1498 |                             torchvision.models._meta
import time:      1000 |       1000 |                               torchvision._utils
import time:      1241 |       2241 |                             torchvision.models._utils
import time:      1672 |       9631 |                           torchvision.models.alexnet
import time:      1701 |       1701 |                                 torchvision.ops._register_onnx_ops
import time:       931 |        931 |                                   torchvision.ops._box_convert
import time:      1080 |       1080 |                                   torchvision.ops._utils
import time:      1259 |       3268 |                                 torchvision.ops.boxes
import time:      1235 |       1235 |                                   torchvision.ops.diou_loss
import time:       979 |       2213 |                                 torchvision.ops.ciou_loss
import time:      1151 |       1151 |                                 torchvision.ops.deform_conv
import time:      1170 |       1170 |                                 torchvision.ops.drop_block
import time:    138467 |     138467 |                                   torchvision.ops.misc
import time:      1169 |     139636 |                                 torchvision.ops.feature_pyramid_network
import time:      1109 |       1109 |                                 torchvision.ops.focal_loss
import time:      1415 |       1415 |                                 torchvision.ops.giou_loss
import time:      1500 |       1500 |                                   torchvision.ops.roi_align
import time:      1470 |       2969 |                                 torchvision.ops.poolers
import time:      1100 |       1100 |                                 torchvision.ops.ps_roi_align
import time:       894 |        894 |                                 torchvision.ops.ps_roi_pool
import time:      1456 |       1456 |                                 torchvision.ops.roi_pool
import time:      1250 |       1250 |                                 torchvision.ops.stochastic_depth
import time:      1655 |     160981 |                               torchvision.ops
import time:        46 |     161027 |                             torchvision.ops.misc
import time:      2008 |     163034 |                           torchvision.models.convnext
import time:      2898 |       2898 |                           torchvision.models.densenet
import time:      3183 |       3183 |                           torchvision.models.efficientnet
import time:      1861 |       1861 |                           torchvision.models.googlenet
import time:      2254 |       2254 |                           torchvision.models.inception
import time:      2314 |       2314 |                           torchvision.models.mnasnet
import time:      1318 |       1318 |                             torchvision.models.mobilenetv2
import time:      1485 |       1485 |                             torchvision.models.mobilenetv3
import time:      1204 |       4006 |                           torchvision.models.mobilenet
import time:      2780 |       2780 |                           torchvision.models.regnet
import time:      2081 |       2081 |                           torchvision.models.resnet
import time:      2176 |       2176 |                           torchvision.models.shufflenetv2
import time:      1482 |       1482 |                           torchvision.models.squeezenet
import time:      2004 |       2004 |                           torchvision.models.vgg
import time:      2251 |       2251 |                           torchvision.models.vision_transformer
import time:      2252 |       2252 |                           torchvision.models.swin_transformer
import time:      1871 |       1871 |                           torchvision.models.maxvit
import time:      1238 |       1238 |                               torchvision.models.detection._utils
import time:      1052 |       1052 |                                 torchvision.models.detection.image_list
import time:      1277 |       2329 |                               torchvision.models.detection.anchor_utils
import time:      1120 |       1120 |                               torchvision.models.detection.backbone_utils
import time:       866 |        866 |                               torchvision.models.detection.generalized_rcnn
import time:      1030 |       1030 |                               torchvision.models.detection.roi_heads
import time:      1120 |       1120 |                               torchvision.models.detection.rpn
import time:      1087 |       1087 |                               torchvision.models.detection.transform
import time:      2202 |      10988 |                             torchvision.models.detection.faster_rcnn
import time:      2182 |       2182 |                             torchvision.models.detection.fcos
import time:      1597 |       1597 |                             torchvision.models.detection.keypoint_rcnn
import time:      1415 |       1415 |                             torchvision.models.detection.mask_rcnn
import time:      2094 |       2094 |                             torchvision.models.detection.retinanet
import time:      1827 |       1827 |                             torchvision.models.detection.ssd
import time:      1937 |       1937 |                             torchvision.models.detection.ssdlite
import time:      1343 |      23382 |                           torchvision.models.detection
import time:      1320 |       1320 |                               torchvision.models.optical_flow._utils
import time:      2530 |       3850 |                             torchvision.models.optical_flow.raft
import time:       953 |       4802 |                           torchvision.models.optical_flow
import time:       904 |        904 |                               torchvision.models.quantization.utils
import time:      1477 |       2380 |                             torchvision.models.quantization.googlenet
import time:      1480 |       1480 |                             torchvision.models.quantization.inception
import time:      1110 |       1110 |                               torchvision.models.quantization.mobilenetv2
import time:      1175 |       1175 |                               torchvision.models.quantization.mobilenetv3
import time:      1124 |       3408 |                             torchvision.models.quantization.mobilenet
import time:      1709 |       1709 |                             torchvision.models.quantization.resnet
import time:      1794 |       1794 |                             torchvision.models.quantization.shufflenetv2
import time:      1134 |      11903 |                           torchvision.models.quantization
import time:       832 |        832 |                               torchvision.models.segmentation._utils
import time:      1442 |       1442 |                               torchvision.models.segmentation.fcn
import time:      1396 |       3670 |                             torchvision.models.segmentation.deeplabv3
import time:      1220 |       1220 |                             torchvision.models.segmentation.lraspp
import time:      1024 |       5914 |                           torchvision.models.segmentation
import time:      2095 |       2095 |                             torchvision.models.video.mvit
import time:      1955 |       1955 |                             torchvision.models.video.resnet
import time:      1408 |       1408 |                             torchvision.models.video.s3d
import time:      1949 |       1949 |                             torchvision.models.video.swin_transformer
import time:       987 |       8393 |                           torchvision.models.video
import time:      1431 |     261893 |                         torchvision.models
import time:      1199 |       1199 |                         torchvision.version
import time:      2865 |     800975 |                       torchvision
import time:        21 |     800995 |                     torchvision.models
import time:      1332 |     802327 |                   torchvision.models.feature_extraction
import time:      1444 |     803770 |                 timm.layers._fx
import time:      1236 |       1236 |                 timm.layers.activations
import time:       975 |        975 |                   timm.layers.format
import time:      1117 |       2092 |                 timm.layers.adaptive_avgmax_pool
import time:      1015 |       1015 |                   timm.layers.config
import time:       981 |        981 |                     timm.layers.grid
import time:      1265 |       1265 |                     timm.layers.trace_utils
import time:      1635 |       3880 |                   timm.layers.pos_embed_sincos
import time:      1097 |       5991 |                 timm.layers.attention
import time:       918 |        918 |                           timm.layers.helpers
import time:       995 |       1913 |                         timm.layers.padding
import time:      1067 |       2979 |                       timm.layers.conv2d_same
import time:      1342 |       4321 |                     timm.layers.mixed_conv2d
import time:       954 |        954 |                     timm.layers.cond_conv2d
import time:      1291 |       6564 |                   timm.layers.create_conv2d
import time:      1143 |       1143 |                   timm.layers.pool2d_same
import time:      1267 |       8974 |                 timm.layers.attention2d
import time:       920 |        920 |                     timm.layers.grn
import time:      1072 |       1992 |                   timm.layers.mlp
import time:       824 |        824 |                   timm.layers.weight_init
import time:       899 |       3715 |                 timm.layers.attention_pool
import time:       901 |        901 |                   timm.layers.pos_embed
import time:       850 |       1750 |                 timm.layers.attention_pool2d
import time:      1016 |       1016 |                   timm.layers.typing
import time:       946 |       1962 |                 timm.layers.blur_pool
import time:      1200 |       1200 |                     timm.layers.activations_me
import time:       988 |       2188 |                   timm.layers.create_act
import time:       495 |        495 |                             apex
import time:        22 |        517 |                           apex.normalization
import time:        22 |        539 |                         apex.normalization.fused_layer_norm
import time:       348 |        348 |                             apex
import time:        13 |        360 |                           apex.normalization
import time:        16 |        376 |                         apex.normalization.fused_layer_norm
import time:       933 |       1846 |                       timm.layers.fast_norm
import time:      1192 |       3038 |                     timm.layers.norm
import time:       865 |       3902 |                   timm.layers.create_norm
import time:       990 |       7079 |                 timm.layers.classifier
import time:      1283 |       1283 |                     timm.layers.evo_norm
import time:      1519 |       1519 |                     timm.layers.filter_response_norm
import time:      1452 |       1452 |                     timm.layers.norm_act
import time:       458 |        458 |                         inplace_abn
import time:        32 |        490 |                       inplace_abn.functions
import time:       996 |       1485 |                     timm.layers.inplace_abn
import time:      1248 |       6986 |                   timm.layers.create_norm_act
import time:      1058 |       8044 |                 timm.layers.conv_bn_act
import time:       985 |        985 |                   timm.layers.bottleneck_attn
import time:      1034 |       1034 |                   timm.layers.cbam
import time:       989 |        989 |                   timm.layers.coord_attn
import time:       964 |        964 |                   timm.layers.eca
import time:       870 |        870 |                   timm.layers.gather_excite
import time:       791 |        791 |                   timm.layers.global_context
import time:       925 |        925 |                   timm.layers.halo_attn
import time:       890 |        890 |                   timm.layers.lambda_layer
import time:      1017 |       1017 |                   timm.layers.non_local_attn
import time:      1257 |       1257 |                   timm.layers.selective_kernel
import time:       959 |        959 |                   timm.layers.split_attn
import time:      1037 |       1037 |                   timm.layers.squeeze_excite
import time:       983 |      12695 |                 timm.layers.create_attn
import time:      1287 |       1287 |                 timm.layers.diff_attention
import time:      1286 |       1286 |                 timm.layers.drop
import time:      1080 |       1080 |                   timm.layers.patch_embed
import time:       933 |       2013 |                 timm.layers.hybrid_embed
import time:       774 |        774 |                 timm.layers.layer_scale
import time:      1021 |       1021 |                 timm.layers.linear
import time:       959 |        959 |                 timm.layers.patch_dropout
import time:       880 |        880 |                 timm.layers.pool1d
import time:       927 |        927 |                 timm.layers.other_pool
import time:       730 |        730 |                   timm.layers.interpolate
import time:      1023 |       1753 |                 timm.layers.pos_embed_rel
import time:       955 |        955 |                 timm.layers.separable_conv
import time:       930 |        930 |                 timm.layers.space_to_depth
import time:      1010 |       1010 |                 timm.layers.split_batchnorm
import time:      1012 |       1012 |                 timm.layers.std_conv
import time:       949 |        949 |                 timm.layers.test_time_pool
import time:      1654 |     874707 |               timm.layers
import time:       860 |        860 |                       PIL.ImageChops
import time:      1511 |       2371 |                     timm.data.auto_augment
import time:       806 |        806 |                       timm.data.constants
import time:       861 |       1667 |                     timm.data.config
import time:      1115 |       1115 |                                 timm.utils.agc
import time:       910 |        910 |                                 timm.utils.attention_extract
import time:      2254 |       2254 |                                     timm.utils.model_ema
import time:      1126 |       3380 |                                   timm.utils.model
import time:      1058 |       4437 |                                 timm.utils.checkpoint_saver
import time:       963 |        963 |                                 timm.utils.clip_grad
import time:       519 |        519 |                                   apex
import time:      1154 |       1672 |                                 timm.utils.cuda
import time:       781 |        781 |                                 timm.utils.decay_batch
import time:       943 |        943 |                                 timm.utils.distributed
import time:       800 |        800 |                                 timm.utils.jit
import time:      1370 |       1370 |                                   logging.handlers
import time:       790 |       2160 |                                 timm.utils.log
import time:       815 |        815 |                                 timm.utils.metrics
import time:       856 |        856 |                                 timm.utils.misc
import time:       883 |        883 |                                 timm.utils.random
import time:       553 |        553 |                                   wandb
import time:       896 |       1448 |                                 timm.utils.summary
import time:      1431 |      19209 |                               timm.utils
import time:        55 |      19263 |                             timm.utils.misc
import time:       963 |        963 |                             timm.data.readers.class_map
import time:      1094 |       1094 |                             timm.data.readers.img_extensions
import time:       960 |        960 |                             timm.data.readers.reader
import time:      1850 |      24128 |                           timm.data.readers.reader_image_folder
import time:      1015 |       1015 |                           timm.data.readers.reader_image_in_tar
import time:      1234 |      26376 |                         timm.data.readers.reader_factory
import time:       885 |      27261 |                       timm.data.readers
import time:      1016 |      28277 |                     timm.data.dataset
import time:       838 |        838 |                     timm.data.dataset_factory
import time:       928 |        928 |                     timm.data.dataset_info
import time:       926 |        926 |                     timm.data.imagenet_info
import time:       775 |        775 |                       timm.data.distributed_sampler
import time:      1025 |       1025 |                       timm.data.random_erasing
import time:       911 |        911 |                       timm.data.mixup
import time:      1119 |       1119 |                         timm.data.transforms
import time:      1254 |       1254 |                         timm.data.naflex_transforms
import time:      1014 |       3387 |                       timm.data.transforms_factory
import time:      1078 |       7174 |                     timm.data.loader
import time:      1062 |       1062 |                     timm.data.naflex_dataset
import time:       984 |        984 |                       timm.data.naflex_random_erasing
import time:      1041 |       2025 |                     timm.data.naflex_loader
import time:       964 |        964 |                     timm.data.naflex_mixup
import time:       781 |        781 |                     timm.data.real_labels
import time:      1108 |      48115 |                   timm.data
import time:       973 |        973 |                       timm.models._manipulate
import time:      1298 |       2271 |                     timm.models._features
import time:       925 |        925 |                     timm.models._features_fx
import time:       902 |        902 |                     timm.models._helpers
import time:      2449 |       2449 |                       timm.models._pretrained
import time:      1214 |       3663 |                     timm.models._hub
import time:       957 |        957 |                     timm.models._prune
import time:      1028 |       1028 |                     timm.models._registry
import time:      1109 |      10853 |                   timm.models._builder
import time:      1637 |      60604 |                 timm.models.beit
import time:      4039 |       4039 |                   timm.models.byobnet
import time:      1292 |       5330 |                 timm.models.byoanet
import time:      1364 |       1364 |                 timm.models.cait
import time:      1373 |       1373 |                 timm.models.coat
import time:      1192 |       1192 |                 timm.models.convit
import time:       970 |        970 |                 timm.models.convmixer
import time:      2613 |       2613 |                 timm.models.convnext
import time:      5611 |       5611 |                   timm.models.vision_transformer
import time:      1473 |       7083 |                 timm.models.crossvit
import time:      1419 |       1419 |                 timm.models.csatv2
import time:      4646 |       4646 |                 timm.models.cspnet
import time:      1923 |       1923 |                 timm.models.davit
import time:      1227 |       1227 |                 timm.models.deit
import time:      1230 |       1230 |                 timm.models.densenet
import time:      1280 |       1280 |                 timm.models.dla
import time:      1289 |       1289 |                 timm.models.dpn
import time:      1497 |       1497 |                 timm.models.edgenext
import time:      1214 |       1214 |                 timm.models.efficientformer
import time:      1543 |       1543 |                 timm.models.efficientformer_v2
import time:      1299 |       1299 |                   timm.models._efficientnet_blocks
import time:      1124 |       1124 |                   timm.models._efficientnet_builder
import time:      3369 |       5790 |                 timm.models.efficientnet
import time:      1600 |       1600 |                 timm.models.efficientvit_mit
import time:      1574 |       1574 |                 timm.models.efficientvit_msra
import time:      2152 |       2152 |                 timm.models.eva
import time:      1175 |       1175 |                 timm.models.fasternet
import time:      1469 |       1469 |                 timm.models.fastvit
import time:      1318 |       1318 |                 timm.models.focalnet
import time:      1773 |       1773 |                 timm.models.gcvit
import time:      2898 |       2898 |                   timm.models.naflexvit
import time:      1534 |       4431 |                 timm.models.gemma4_vit
import time:      1580 |       1580 |                 timm.models.ghostnet
import time:      1690 |       1690 |                   timm.models.mobilenetv3
import time:      1059 |       2748 |                 timm.models.hardcorenas
import time:      1418 |       1418 |                 timm.models.hgnet
import time:      1561 |       1561 |                 timm.models.hiera
import time:      1415 |       1415 |                 timm.models.hieradet_sam2
import time:      3812 |       3812 |                   timm.models.resnet
import time:      1296 |       5107 |                 timm.models.hrnet
import time:      1525 |       1525 |                 timm.models.inception_next
import time:      1043 |       1043 |                 timm.models.inception_resnet_v2
import time:      1201 |       1201 |                 timm.models.inception_v3
